question_id,qa_group,year,question,no_rag_status,rag_status,no_rag_checkpoint_ratio,rag_checkpoint_ratio,checkpoint_delta,no_rag_source_ratio,rag_source_ratio,source_delta,status_delta,no_rag_missing_terms,rag_missing_terms
qa_106,curriculum,2023,2023년 교육과정 표에서 괄호 ( ) 안에 표시된 학점은 무엇을 뜻하나요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,설계교과,
qa_107,curriculum,2023,2023년 설계교과 필수 이수 원칙에서 제외되는 대상은 누구인가요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,편입생; 복수전공자,
qa_108,curriculum,2023,2023년 학과 내규에 따라 학위를 수여받기 위해 최종적으로 통과해야 하는 요건은 무엇인가요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,졸업작품 제출; 보고서 심사,
qa_109,curriculum,2023,2023년 졸업작품을 제출할 수 있는 자격을 얻기 위한 학점 취득 조건은 무엇인가요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,이수체계,
qa_110,curriculum,2023,2023년 졸업관리에 관한 규정 제23조 1항에 의거하여 졸업작품 심사를 면제받고 통과한 것으로 인정되는 조건 중 공모전과 관련된 것은 무엇인가요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,입상자 심의,
qa_111,curriculum,2023,"2023년 기준, 졸업작품 심사를 면제받고 통과한 것으로 인정받을 수 있는 학회 관련 조건은 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,논문 발표 게재,
qa_112,curriculum,2023,2023년 1학년 1학기에 이수하도록 배정된 1학점짜리 교양필수 과목명은 무엇인가요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,ESG·지역사회 문제해결Ⅰ,
qa_113,curriculum,2023,2023년 'ESG·지역사회 문제해결Ⅱ' 교과목의 이수 시기와 학점 및 시수(이론/실습)는 어떻게 되나요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,1학년 2학기,
qa_114,curriculum,2023,"2023년 기준, 2학년 1학기에 의사소통 영역으로 개설되는 외국어 필수 교양 과목들은 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,영어Ⅰ 중국어Ⅰ 일본어Ⅰ,
qa_115,curriculum,2023,2023년 2학년 2학기에 의사소통 영역으로 이수해야 하는 필수 외국어 교과목 세 가지는 무엇인가요?,fail,pass,0.25,1.0,0.75,0.0,1.0,1.0,2,영어Ⅱ; 중국어Ⅱ; 일본어Ⅱ,
qa_116,curriculum,2023,2023년 필수 외국어 교과목(영어 제외) 중 중국어 과목의 이수를 면제받기 위한 대체 인정 성적 기준은 무엇인가요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,신HSK 5급,
qa_117,curriculum,2023,"2023년 외국어 교과목 면제 조건을 충족하여 이수가 면제될 경우, 면제로 인해 남은 교양 총 잔여 학점은 어떻게 채워야 하나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,교양영역 선택이수,
qa_118,curriculum,2023,2023년 중점교양 과목인 '기업가정신과리더십'은 몇 학점이며 언제 개설되나요?,pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_119,curriculum,2023,2023년 '나의 꿈과 미래 디자인' 과목의 이수 영역과 이수 학년/학기는 어떻게 구성되어 있나요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,인성과 도전; 1학년 2학기,
qa_120,curriculum,2023,2023년 4학년 1학기에 개설되는 인성과 도전 영역의 2학점짜리 중점교양 과목명은 무엇인가요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,사회진출 성공전략,
qa_121,curriculum,2023,"2023년 중점교양 과목 중 'DYT_뮤지컬댄스', 'DYT_뮤지컬보컬' 등의 문화예술/스포츠 관련 교과목들의 학점 수와 성적 평가 방식은 무엇인가요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,문화예술 교양학점; 1학점 이수,
qa_122,curriculum,2023,2023년 1학년 1학기에 개설되는 실습 2시수의 문화예술 콘텐츠 제작 관련 중점교양 과목의 예시를 두 가지만 써주세요.,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,숏폼영상제작; 웹툰제작,
qa_123,curriculum,2023,2023년 의료인공지능학과는 어떤 정부 부처의 계획에 의해서 신설되었나요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,첨단분야학과,
qa_124,curriculum,2023,2023년 의료인공지능학과 학생들은 의과대학의 어떤 교실 대학원생들과 공동 연구를 진행하나요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,정보의학교실; 협력 프로그램,
qa_125,curriculum,2023,2023년 학과 소개에서 명시한 의료인공지능학과에서 중요하게 다루며 공부하는 주요 교과목 분야는 어떤 것들이 있나요?,fail,pass,0.25,1.0,0.75,0.0,1.0,1.0,2,머신러닝; 컴퓨터 비전; 딥러닝,
qa_126,curriculum,2023,2023년 건양대학교 의료인공지능학과의 궁극적인 학부(과) 교육목적은 무엇인가요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,의학 및 공학기술 연구; 창의 인재 양성,
qa_127,curriculum,2023,2023년 의료인공지능학과의 교육목표 중 공학적 문제 해결과 관련된 내용은 무엇인가요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,전문지식 바탕; 공학적 문제 분석 설계 구현,
qa_128,curriculum,2023,2023년 필수 외국어 교과목(영어 제외) 중 일본어 과목의 이수를 면제받기 위한 대체 인정 성적 기준은 무엇인가요?,review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,JPT 700점,
qa_129,curriculum,2024,"2024년 기준, 인공지능학과를 단일전공으로 졸업하려면 총 몇 학점을 채워야 하고, 그중 전공 학점은 최소 얼마 이상이어야 하나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,졸업최소이수학점; 전공학점,
qa_130,curriculum,2024,"2024년 기준, 졸업할 때 무조건 졸업작품이나 보고서를 내고 발표까지 통과해야 하나요? 혹시 면제받을 수 있는 기준이 따로 있나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,학회 논문,
qa_131,curriculum,2024,"2024년 기준, 전공 일람표를 보니까 일부 전공과목 옆에 별표 (*) 기호가 붙어있던데, 이게 무슨 의미인가요? 단일전공자는 다 들어야 하나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,2024 설계교과 20학점,
qa_132,curriculum,2024,"2024년 기준, 제가 이번에 인공지능학과로 복수전공(또는 연계/융합전공)을 신청하려고 하는데, 이 경우 전공 학점은 얼마나 채워야 하나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,기준학점,
qa_133,curriculum,2024,"2024년 기준, 부전공으로 인공지능학과를 선택하면 이수해야 하는 전공 학점 기준이 어떻게 되나요? 복수전공이랑 다른가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,제1전공,
qa_134,curriculum,2024,"2024년 기준, 졸업작품(캡스톤디자인 등)을 제출하고 심사를 받으려면 학점 기준이나 신청 자격이 따로 정해져 있나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,학점이수완료; 취득예정자,
qa_135,curriculum,2024,"2024년 기준, 졸업학점 130학점 중에서 교양 학점은 총 몇 학점을 들어야 졸업 요건이 충족되나요?",fail,pass,0.0,1.0,1.0,0.0,1.0,1.0,2,2024 교양총학점 30학점; 교양필수 13학점; 중점교양 10학점,
qa_136,curriculum,2024,"2024년 기준, 인공지능학과에 개설된 교과목 중에서 '종합설계'로 분류되어 실질적인 졸업 프로젝트 역할을 하는 4학년 과목은 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,AI캡스톤디자인,
qa_137,curriculum,2024,"2024년 기준, 개발자나 엔지니어로 취업하고 싶은데, 인공지능학과 커리큘럼상 프로그래밍 실력을 직접 기를 수 있는 코딩 실습 과목들은 몇 학년에 배치되어 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_138,curriculum,2024,"2024년 기준, 수학을 잘 못하는 수포자 학생입니다. 인공지능학과는 수학을 많이 쓴다고 하던데 기초 수학이나 이론을 다루는 전공과목은 언제 배우나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_139,curriculum,2024,"2024년 기준, 학과 취업로드맵을 보니 전공 분야가 두 갈래로 나뉘어 있는 것 같은데, 각각 어떤 분야로 매트릭스가 짜여 있나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,연계 전공; 의료인공지능,
qa_140,curriculum,2024,"2024년 기준, 학과 커리큘럼 중에서 딥러닝(Deep Learning)을 집중적으로 다루는 심화 전공 과목들은 주로 몇 학년에 개설되나요?",fail,pass,0.25,1.0,0.75,0.0,1.0,1.0,2,딥러닝 생체신호의 처리; 기계학습; 강화학습,
qa_141,curriculum,2024,"2024년 기준, 학과 특성화 분야인 '의료인공지능' 관련 지식을 쌓고 싶은데, 학년별로 연계되는 의료 전공 로드맵이 어떻게 되나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,EMR데이터분석; 바이오유전체,
qa_142,curriculum,2024,"2024년 기준, 1학년에 배우는 AI 프로그래밍기초 과목은 정확히 어떤 프로그래밍 언어를 다루고, 독학하는 사람도 따라갈 수 있는 수준인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,교과목 개요,
qa_143,curriculum,2024,"2024년 기준, 2학년 때 개설되는 AI를 위한 알고리즘 과목의 주요 교육 내용과 이를 통해 기를 수 있는 역량은 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,인공지능 모델 개발,
qa_144,curriculum,2024,"2024년 기준, 데이터사이언스를 위한 파이썬 교과목에서는 일반 파이썬 기초 문법 외에 데이터 분석과 관련해 어떤 실무를 다루게 되나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,모형 구축,
qa_145,curriculum,2024,"2024년 기준, 클라우드컴퓨팅 과목을 수강하면 취업할 때 어떤 기술적 배경을 갖춘 인재로 성장할 수 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_146,curriculum,2024,"2024년 기준, 2학년 전공인 앱 프로그래밍 실무에서는 어떤 개발 툴(IDE)과 프로그래밍 언어를 사용해 프로젝트를 진행하나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,안드로이드 스튜디오; 코틀린,
qa_147,curriculum,2024,"2024년 기준, 3학년 전공 과목인 딥러닝영상처리 과목에서 핵심적으로 다루는 신경망 구조나 모델 알고리즘은 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,이미지 특징 추출,
qa_148,curriculum,2024,"2024년 기준, 3학년 때 나갈 수 있는 '의료인공지능현장실습'은 학점 종류가 여러 개던데, 한 학기나 방학 동안 최대로 인정받을 수 있는 학점은 얼마인가요?",fail,pass,0.25,1.0,0.75,0.0,1.0,1.0,2,의료인공지능현장실습4; 의료인공지능현장실습8; 하계 동계,
qa_149,curriculum,2024,"2024년 기준, 인공지능학과 학생이 해외로 인턴십이나 실습을 나가는 '해외의료인공지능현장실습' 과목도 실제로 개설되어 있나요? 개설된다면 몇 학년 때 가능한가요?",fail,pass,0.0,1.0,1.0,0.0,1.0,1.0,2,해외의료인공지능현장실습4; 해외의료인공지능현장실습8; 3학년; 하계 동계,
qa_150,curriculum,2024,"2024 교육과정의 교양필수와 중점교양은 각각 몇 학점이며, 대표 교양필수 과목에는 무엇이 있나요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,ESG 지역사회 문제해결; DYT,
qa_151,curriculum,2024,2024 교육과정의 중점교양은 어떤 영역으로 구성되어 있고 몇 학점을 이수해야 하나요?,fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,4차 산업혁명 4학점; 인문소양 6학점,
qa_152,curriculum,2024,"2024년 기준, 교양 필수 과목 중에 ESG·지역사회 문제해결 과목은 몇 학년 때 이수하도록 타이밍이 지정되어 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_153,curriculum,2024,"2024년 기준, 인성과 도전 영역의 DYT(Do Yourself Trust) 교양 과목들은 종류가 엄청 많던데, 졸업할 때까지 몇 과목이나 골라서 들어야 하나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,1과목 선택 이수; P/NP,
qa_154,curriculum,2024,"우리 학과의 명칭이 2024년도에 '인공지능학과'로 변경된 것으로 아는데, 학과 개편이 이루어진 구체적인 배경이나 이적 이유가 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,산업수요,
qa_155,curriculum,2024,"2024년 기준, 학과가 인공지능학과로 개편되면서 졸업 후 진출할 수 있는 취업 분야나 직무 외연이 어떻게 확장되었나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_156,curriculum,2024,"2024년 기준, 인공지능학과 전공 수업 중에서 중간고사나 기말고사를 필기시험 대신 깃허브(GitHub) 소스코드 제출이나 팀 프로젝트 결과물 발표로 100% 대체하는 과목의 명단은 어떻게 되나요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,자료에 없음; 성적평가 방식,
qa_157,curriculum,2024,"2024년 기준, 인공지능학과 학생 전용 학생회실이나 야간 코딩 실습을 위한 24시간 개방 PC 실습실은 대학 캠퍼스 건물 중 몇 동 몇 호에 위치해 있나요?",review,pass,0.75,1.0,0.25,0.0,1.0,1.0,1,자료에 없음,
qa_158,curriculum,2024,"2024년 기준, 전공과목인 기계학습이나 딥러닝 수업을 청강하거나 수강할 때, 개인 노트북의 그래픽카드(GPU) 사양(예: RTX 4060 이상 등) 최소 기준이 요람에 명시되어 있나요?",review,pass,0.75,1.0,0.25,0.0,1.0,1.0,1,자료에 없음,
qa_159,curriculum,2025,"2025년 기준, 인공지능학과를 단일전공으로 졸업하려면 총 몇 학점을 이수해야 하며, 그 중 전공 필수 설계 교과목 학점은 얼마인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,졸업최소이수학점,
qa_160,curriculum,2025,"2025년 기준, 인공지능학과 학생이 타 학과를 복수전공이나 융합전공으로 이수할 때, 인공지능학과(제1전공) 전공학점은 얼마나 이수해야 하나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_161,curriculum,2025,"2025년 기준, 부전공으로 인공지능학과를 선택한 타 학과 학생의 경우, 졸업을 위해 인공지능학과 과목을 몇 학점 들어야 하나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_162,curriculum,2025,"2025년 기준, 단일전공자인데 편입생입니다. 저도 전공 안내에 표시된 14학점의 설계교과를 무조건 다 이수해야 졸업이 가능한가요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_163,curriculum,2025,"2025년 기준, 4학년 때 졸업작품을 제출하고 발표하는 것 대신, 다른 방법으로 졸업논문/작품 심사를 면제받을 수 있는 기준이 있나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,공모전 입상; 학회 논문 게재,
qa_164,curriculum,2025,"2025년 기준, 졸업작품을 제출하고 심사를 받으려면 어떤 자격 조건을 충족해야 하나요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,학점이수 완료예정,
qa_165,curriculum,2025,"2025년 기준, 1학년 1학기에 개설되는 전공 수업 중, 이론 수업 없이 100% 실습(4시간)으로만 진행되는 프로그래밍 과목은 무엇인가요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,AI프로그래밍실습; 전공실습,
qa_166,curriculum,2025,"2025년 기준, 인공지능학과의 핵심 전공인 '딥러닝'과 '고급딥러닝'은 각각 몇 학년 몇 학기에 배울 수 있도록 설계되어 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_167,curriculum,2025,"2025년 기준, 3학년 전공 과목 중에서 '의료AI 융합트랙'에 포함되는 과목들은 구체적으로 어떤 것들이 있나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,EMR데이터분석; 의료인공지능개론,
qa_168,curriculum,2025,"2025년 기준, 최근 유행하는 AI 트렌드를 반영한 '생성형 AI' 과목은 몇 학년에 개설되며 학점은 어떻게 되나요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,4학년 심화전공,
qa_169,curriculum,2025,"2025년 기준, 학과 전공 역량 중 '실무개발역량'을 키우고 싶습니다. 로드맵상 2학년 때 이 역량과 연계되어 있는 전공 과목들은 무엇인가요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,데이터베이스 프로그래밍; 클라우드컴퓨팅,
qa_170,curriculum,2025,"2025년 기준, 전공 역량별 교육과정 연계도에서 '창의융합역량'으로 분류된 1학년 전공 과목들은 무엇인가요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,기계학습; AI를 위한 기초수학 및 통계,
qa_171,curriculum,2025,"2025년 기준, 창의적 문제해결 역량'을 기르기 위해 학과에서 개설한 1학년 대상의 설계 교과목들은 무엇인가요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,창의도전설계,
qa_172,curriculum,2025,"2025년 기준, 전공역량 매트릭스를 보면 4학년 과목 중 '의료인공지능실무'와 'AI캡스톤디자인 II'가 강조하는 역량이 서로 다릅니다. 각각 어떤 역량에 매핑되어 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_173,curriculum,2025,"2025년 기준, 인공지능학과 전공 역량 중 '의사소통역량'은 구체적으로 어떤 하위 역량들로 정의되어 실무에 적용되나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,유인형 협업능력; 협력적 의사결정능력,
qa_174,curriculum,2025,"2025년 기준, 실무개발역량의 하위 요소인 '시스템적 사고능력'이란 인공지능학과 학생들에게 어떤 능력을 의미하나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_175,curriculum,2025,"2025년 기준, 데이터사이언스 분야로 진로를 잡은 학생이 1학년 2학기에 반드시 수강해야 할 데이터 분석 전단계 필수 파이썬 과목은 무엇인가요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,데이터사이언스를위한파이썬,
qa_176,curriculum,2025,"2025년 기준, 4학년 1학기에 수강할 수 있는 설계 교과목이자, 캡스톤 형태의 실무 중심 과목은 명칭이 어떻게 되나요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,AI캡스톤디자인 I,
qa_177,curriculum,2025,"2025년 기준, 3학년 방학(하계/동계)을 이용하여 나갈 수 있는 '의료인공지능현장실습'은 이수 기간이나 형태에 따라 몇 학점까지 인정받을 수 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_178,curriculum,2025,"2025년 기준, 학과 학점표를 보면 3학년 1학기 학기제 혹은 장기 현장실습으로 갈 수 있는 과목들이 보이는데, 최대 몇 학점짜리 과목까지 개설되어 있나요?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_179,curriculum,2025,"2025년 기준, 1학년 때 들어야 하는 '교양필수' 학점은 총 몇 학점이며, 어떤 과목들을 이수해야 하나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,ESG·지역사회문제해결,
qa_180,curriculum,2025,"2025년 기준, KY Vision 교과목 중 '진로 취창업' 영역에서 필수로 이수해야 하는 총 학점과 학년별 과목명은 무엇인가요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,나의 꿈과 미래디자인; 사회진출 성공전략,
qa_181,curriculum,2025,"2025년 기준, KY Vision 교과목의 'SW 기초' 영역에서 1학년 1학기나 2학기에 '택 1'하여 들을 수 있는 기초 과목 5가지는 무엇인가요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,컴퓨팅 사고력과 문제해결력; 파이썬 프로그래밍,
qa_182,curriculum,2025,"2025년 기준, KY Vision 'SW 기초' 영역의 2학년 선택과목 중, 인공지능학과 학생이 전공(기계학습 등)을 배우기 전에 연계하여 들으면 좋은 '데이터 분석 기초' 과목의 코드는 무엇인가요?",review,pass,0.5,1.0,0.5,0.0,1.0,1.0,1,과목코드 00055M,
qa_183,curriculum,2025,"첨부된 2025학년도 교육과정 자료에 따르면, 우리 학과의 명칭은 원래 무엇이었으며 언제 현재의 이름으로 개편되었나요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,의료인공지능학과; 2024년 개편,
qa_184,curriculum,2025,"학과의 최초 신설 연도는 언제이며, 2025학년도 교육과정 기준으로 학과가 추구하는 인재상에는 어떤 변화가 있었나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,AI 융합인재,
qa_185,curriculum,2025,"2025 건양대학교 교육과정 가이드라인상, 단일전공자와 복수전공자의 '졸업 최소 이수학점' 총점은 서로 다릅니까?",pass,pass,1.0,1.0,0.0,0.0,1.0,1.0,0,,
qa_186,curriculum,2025,"2025년 기준, 인공지능학과 학생회비는 얼마이며, 학과 잠바(학잠) 공동 구매는 몇 월에 진행되나요?",review,pass,0.75,1.0,0.25,0.0,1.0,1.0,1,자료에 없음,
qa_187,curriculum,2025,"2025년 기준, 2학년 1학기 전공인 '데이터베이스프로그래밍' 수업 때 사용하는 메인 데이터베이스 소프트웨어(SQL 종류)는 Oracle인가요, MySQL인가요?",fail,pass,0.3333,1.0,0.6667000000000001,0.0,1.0,1.0,2,자료에 없음; 강의 상세 내용,
qa_188,curriculum,2025,"2025년 기준, 졸업작품 심사에서 탈락할 경우, 다음 학기에 바로 재심사를 받을 수 있는 기회가 주어지나요? 아니면 졸업 유예를 해야 하나요?",review,pass,0.6667,1.0,0.33330000000000004,0.0,1.0,1.0,1,자료에 없음,
