question_id,question,expected_answer,year,expected_source,check_points,qa_group
qa_051,"2021년 기준, 컴퓨터공학과가 아닌 '의료인공지능학과'에서 개론 수업을 들으면 일반적인 AI 빅테크 외에 어떤 구체적인 의료 혁신 사례들을 배우게 되나요?","의료인공지능 개론에서는 퀴즈쇼에서 승리한 뒤 상용화된 IBM Watson의 의료 분야 적용 사례(Watson for Oncology 등)나 X-ray, MRI, CT 등 의료영상에서 암세포를 찾아내 국내 식약처 의료기기로 등록된 솔루션 등 실제 의료 현장의 실례를 배웁니다.",2021,2021_cr.pdf,"의료인공지능 개론, IBM Watson, 의료영상 암세포 검출",curriculum
qa_052,"2021년 기준, 수학적 베이스가 많이 부족한 편인데, 'AI를 위한 기초수학 및 통계' 과목에서는 정확히 어떤 수학적 개념들을 다루며 프로그램 툴은 무엇을 쓰나요?","기초수학으로는 벡터, 행렬, 미분, 적분을 다루고 확률분포와 통계적 추론(선형회귀, 교차검증)을 학습합니다. 사전 작업을 줄이기 위해 '파이썬' 언어를 기반으로 하며 '주피터 노트북' 편집기를 툴로 사용하여 눈으로 결과를 확인하며 배웁니다.",2021,2021_cr.pdf,"AI를 위한 기초수학 및 통계, 벡터와 행렬, 주피터 노트북",curriculum
qa_053,"2021년 기준, AI를 위한 알고리즘' 과목의 개요를 보면 난이도가 어떻게 전개되나요? 코딩 초보자도 따라갈 수 있도록 맞춤형 학습이 가능한가요?","로지스틱 회귀, 랜덤 포레스트 같은 전통적인 머신러닝 알고리즘의 기초부터 시작하여 최신 기술인 GANs 및 강화학습까지 차례대로 전개됩니다. 학생들의 필요와 역량에 따라 주제 및 난이도별로 골라 읽는 방식으로 학습할 수 있도록 유연하게 강의가 구성됩니다.",2021,2021_cr.pdf,"AI를 위한 알고리즘, 로지스틱 회귀, GANs, 난이도별 학습",curriculum
qa_054,"2021년 기준, 의료 Chatbot(HCI)' 과목은 교육과정 상 몇 학년 코스에 배치되어 있으며 주로 어떤 소통 기술을 연구하게 되나요?","4학년 2학기 과정에 배치되어 있으며, 인간과 컴퓨터의 상호작용(HCI)을 기반으로 의료 현장에서 활용 가능한 지능형 챗봇 및 대화형 인터페이스 설계 실무를 깊이 있게 다루게 됩니다.",2021,2021_cr.pdf,"의료 Chatbot(HCI), 4학년 2학기, 인간-컴퓨터 상호작용",curriculum
qa_055,"2021년 기준, 3학년에 개설된 '바이오유전체정보학' 과목의 개요를 보면 최근 데이터 생산량이 급증하고 있다고 하는데, 주된 교육 내용이 무엇인가요?","전장 유전체, 전사체, 단백체 등 대용량 염기서열 정보의 처리와 인간유전체 다양성 및 변수 네트워크 분석 등을 배웁니다. 생물학적 유전체 데이터 분석 역량을 키우는 융합형 학문입니다.",2021,2021_cr.pdf,"바이오유전체정보학, 유전체 데이터, 염기서열",curriculum
qa_056,"2021년 기준, 공학 전공자인데 '의학 및 병원용어'라는 보건 의료 과목을 굳이 왜 들어야 하나요? 이 과목의 최종 학습 목표가 무엇인가요?",의료기관 및 제약업계에서 요구하는 임상 의학 용어의 실제적인 사용 및 해독 능력을 갖추기 위함입니다. 필수적인 실무 용어를 숙지하여 향후 메디컬 AI 실무 환경에서 협업할 수 있는 기본 능력을 함양하는 것이 목표입니다.,2021,2021_cr.pdf,"의학 및 병원용어, 해독능력, 임상의약",curriculum
qa_057,"2021년 기준, 방학 때 학과 연계 '의료인공지능 현장실습'을 나가려고 합니다. 단기에 끝나는 과정과 한 학기 내내 나가는 장기 과정의 학점 차이가 어떻게 되나요?","하계/동계 방학을 이용하는 단기 현장실습은 기간에 따라 4학점 또는 8학점을 취득할 수 있으며, 3학년 1학기 등 정규 학기 중에 전일제로 참여하는 장기 실습은 12학점 또는 최대 15학점까지 취득할 수 있습니다.",2021,2021_cr.pdf,"의료인공지능현장실습, 학점 차이, 하계동계 실습",curriculum
qa_058,"2021년 기준, 국내 병원이나 기업 말고 글로벌 의료 AI 기획을 경험해보고 싶은데, 해외 현장실습 프로그램도 학점으로 공식 인정되나요?","네, 해외 실습 교과목이 별도로 개설되어 있습니다. 해외의료인공지능현장실습 과목을 통해 국내 실습과 동일하게 최소 4학점부터 방학 및 정규 학기 단위에 따라 최대 15학점까지 전공 학점으로 취득 가능합니다.",2021,2021_cr.pdf,"해외의료인공지능현장실습, 글로벌 학점 인정",curriculum
qa_059,"2021년 기준, 졸업을 하려면 교양필수 학점은 최소 몇 학점을 채워야 하며, 1학년 때 꼭 들어야 하는 글쓰기 과목의 명칭은 무엇인가요?","교양필수는 총 10학점 이상을 이수해야 하며, 1학년 1학기에 의사소통 영역인 비판적 사고와 글쓰기(2학점)를 필수로 이수해야 합니다.",2021,2021_cr.pdf,"교양필수 최소학점, 비판적 사고와 글쓰기",curriculum
qa_060,"2021년 기준, 교양필수 과목 중 '영어 I / II' 외에 중국어나 일본어를 선택해서 들을 수도 있나요? 특정 자격증이 있으면 수강을 면제받는 제도도 있나요?","네, 영어 외에 중국어나 일본어 중 동일 언어로 I, II를 선택해 들을 수 있습니다. 또한 중국어 신HSK 5급(180점 이상) 또는 일본어 JPT 700점 이상의 공인 성적 조건을 충족하면 수강하는 대신 다른 대체 교양 교과목으로 4학점을 선택 이수할 수 있습니다.",2021,2021_cr.pdf,"외국어 선택, 공인성적 대체교과 수강",curriculum
qa_061,"2021년 기준, 교양 이수 기준표에 나와 있는 '중점교양'은 몇 학점을 채워야 하며, 학과 특성상 특정 필수 지정 영역이 존재하나요?","중점교양은 총 10학점 이상을 취득해야 합니다. 이 중 학과 특성화 방향에 맞춘 4차 산업혁명 영역에서 4학점, 그리고 인문소양 영역에서 6학점을 각각 취득하여 기준을 만족해야 합니다.",2021,2021_cr.pdf,"중점교양, 4차 산업혁명 영역, 인문소양",curriculum
qa_062,"2021년 기준, 신입생 입학 직후나 1학년 학기 중에 학교 및 학과 적응, 기업가 정신을 기르기 위해 필수로 패스해야 하는 교양 지정 과목들은 어떤 것들이 있나요?","1학년 1학기에 동기유발(1학점)과 파트너십트레이닝 I(1학점)을 들어야 하며, 1학년 2학기에 파트너십트레이닝 II(1학점) 및 기업가정신과리더십(1학점)을 인성과 도전 영역의 필수 코스로 이수해야 합니다.",2021,2021_cr.pdf,"동기유발, 파트너십트레이닝, 기업가정신과리더십",curriculum
qa_063,"2021년 기준, 과거 초기 교과과정과 비교했을 때, 현재 개정안 교육과정 일람표에서 가장 핵심적으로 변화되거나 체계화된 설계 교육의 패러다임은 무엇인가요?","과거 단순 프로그래밍 나열식 구성에서 벗어나 설계 교육을 기초설계(창의도전설계) $\rightarrow$ 전공설계(AI융합설계, AI설계 및 프로젝트심화) $\rightarrow$ 융합설계(AI 프로젝트) $\rightarrow$ 종합설계(AI캡스톤디자인)의 4단계 체계적 파이프라인으로 전면 개정하여 연계성을 엄격하게 강화했습니다. ",2021,2021_cr.pdf,"교육과정 개정, 설계 파이프라인, 단계별 체계화",curriculum
qa_064,"2021년 기준, 초기 학과 신설 시점의 보건의료 교과와 비교하여, 최근 일부 개정안을 거치며 인공지능 실무 교육 트랙은 실제 병원 데이터와 어떻게 더 긴밀하게 연계되도록 고도화되었나요?","초기 기초 용어 습득 수준을 넘어 고학년 과정에 병원인공지능실무-1 및 병원인공지능실무-2를 연속적으로 배치함으로써, 실제 의료 현장의 의과대학 정보의학교실 대학원생들과 공동 연구 및 실무 프로젝트를 실시간으로 연계 수행할 수 있도록 개정 강화되었습니다.",2021,2021_cr.pdf,"일부 개정안, 병원인공지능실무, 공동 연구 연계",curriculum
qa_065,"2021년 기준, 과거 교과과정의 이수체계도 흐름과 비교해 볼 때, 최근 개정된 교육과정 연계도에서 '의산학' 트랙의 비중은 어떻게 달라졌나요?","과거에는 산학 연계가 단순 선택 사항이거나 4학년에 집중 배치되었던 반면, 개정된 체계도에서는 3학년 1학기부터 4학년 2학기까지 매 학기 AI 프로젝트 I, II, III, IV 과목이 의산학 축으로 고정 개설되어 끊김 없는 현장 중심 프로젝트 학습이 가능하도록 체계화되었습니다.",2021,2021_cr.pdf,"의산학 트랙, AI 프로젝트 연속 개설, 연계도 변화",curriculum
qa_066,"2021년 기준, 의료인공지능학과 학생회에서 주최하는 정기 학술제나 인공지능 개발 동아리의 종류, 그리고 학생회비 납부 금액과 이용 내역은 어떻게 되나요?","제공된 학과 교육과정 및 내규 자료는 교과목 일람표, 이수체계도, 졸업을 위한 학점 이수 요건 등의 공식 교육과정 정보만을 담고 있어 동아리 정보나 학생회 운영 관련 사항은 안내되어 있지 않습니다.",2021,2021_cr.pdf,"자료에 없음, 동아리 정보, 학생회비",curriculum
qa_067,"2021년 기준, 1학년 전공 필수인 'AI 프로그래밍기초' 수업의 중간고사와 기말고사 시험 방식이 '오픈북'인지 궁금하고, 분반별 담당 교수님의 성함은 어떻게 되나요?","해당 교과목의 학점, 시수, 대략적인 교육 목적 등의 개요는 자료에 명시되어 있으나, 구체적인 시험 운영 방식(오픈북 여부)이나 학기별 담당 교수님의 성함 및 분반 정보는 자료에서 확인할 수 없습니다.",2021,2021_cr.pdf,"자료에 없음, 시험 방식, 담당 교수 성함",curriculum
qa_068,"2021년 기준, 졸업 후 대학원 장학금 지원 혜택이나 건양대학교 병원 취업 시 가산점 부여 제도, 그리고 연계된 인공지능 기업들의 인턴십 급여 수준은 어떻게 되나요?","제공된 자료는 학부 졸업 요건과 전공 교과 구조에 대한 내규 문서이므로, 대학원 진학 시의 장학 혜택, 연계 병원 취업 가산점 규칙, 인턴십 참여 시 지급되는 구체적인 급여(지급액) 등의 대외적인 보상 조건은 포함되어 있지 않습니다.",2021,2021_cr.pdf;week11_crawling_final.csv;ai_department_week11_crawling_with_ocr (1).csv,"자료에 없음, 취업 가산점, 인턴십 급여 수준",curriculum
qa_069,"2022년 기준, 단일전공으로 졸업하려면 총 몇 학점을 채워야 하고, 그중 전공 학점은 최소 몇 학점 이상이어야 하나요?",단일전공 기준 총 졸업 이수 학점은 130학점 이상입니다. 이 중 전공 과목은 전공설계 20학점을 포함하여 최소 90학점 이상을 채워야 졸업이 가능합니다.,2022,2022_cr.pdf,"졸업이수학점, 최소전공학점, 단일전공",curriculum
qa_070,"2022년 기준, 복수전공을 신청하게 되면 의료인공지능학과 전공 학점 이수 기준이 어떻게 바뀌나요?","복수전공을 이수할 경우, 학과 전공 이수 기준이 기존 90학점에서 45학점(설계 9학점 포함) 이상으로 완화됩니다.",2022,2022_cr.pdf,"복수전공, 전공이수기준, 설계학점",curriculum
qa_071,"2022년 기준, 부전공으로 의료인공지능학과를 선택한 타 과 학생은 몇 학점을 들어야 하나요?","부전공 이수자는 의료인공지능학과 전공 과목을 최소 21학점 이상 이수해야 합니다. 단, 부전공은 전공설계 학점 이수 의무가 없습니다.",2022,2022_cr.pdf,"부전공, 부전공학점, 타과생",curriculum
qa_072,"2022년 기준, 4학년 때 치러지는 졸업작품 심사를 면제받을 수 있는 공식적인 기준이 있나요?","네, 다음 두 가지 조건 중 하나를 충족하고 학과 심의를 통과하면 면제됩니다. 첫째, 전국규모 공모전에서 입상한 경우, 둘째, 전국규모 학회에 논문을 발표하거나 게재한 경우입니다.",2022,2022_cr.pdf,"졸업작품면제, 공모전입상, 학회논문",curriculum
qa_073,"2022년 기준, 다부전공을 하지 않고 단일전공만 하는 학생인데, '설계 20학점'을 채우려면 학과에 개설된 설계 과목을 다 들어야 하나요?","교육과정표에 * 표시가 된 필수 설계 교과목(창의도전설계, AI융합설계, AI프로젝트, AI캡스톤디자인 시리즈)을 빠짐없이 이수하면 총 20학점의 설계 학점을 정확히 충족할 수 있습니다.",2022,2022_cr.pdf,"전공설계학점, 필수설계, 단일전공이수",curriculum
qa_074,"2022년 기준, 연계전공을 이수하는 학생의 경우 의료인공지능학과 전공 학점은 얼마나 이수해야 합니까?",연계전공 이수자는 의료인공지능학과 전공을 최소 39학점(설계 9학점 포함) 이상 이수하여야 졸업 자격이 주어집니다.,2022,2022_cr.pdf,"연계전공, 연계전공학점, 설계학점수",curriculum
qa_075,"2022년 기준, 1학년 때 배우는 '창의도전설계'와 4학년 때 배우는 'AI캡스톤디자인'의 설계 단계 분류는 어떻게 다른가요?","1학년 '창의도전설계 I, II'는 가장 기초적인 기초설계 단계이며, 4학년 'AI캡스톤디자인 I, II'는 이수 기술을 총망라하는 최고 단계인 종합설계로 분류됩니다.",2022,2022_cr.pdf,"기초설계, 종합설계, 단계별설계",curriculum
qa_076,"2022년 기준, 학과 커리큘럼 중 2학년과 3학년에 배치된 'AI융합설계'와 'AI 프로젝트'는 설계 학점 상 어떤 단계에 속하나요?","두 과목(AI융합설계 I·II, AI 프로젝트 I·II)은 모두 중간 단계인 요소설계에 해당합니다. 2학년 때는 2학점씩, 3학년 때는 3학점씩 배정되어 있습니다.",2022,2022_cr.pdf,"요소설계, AI융합설계, AI프로젝트",curriculum
qa_077,"2022년 기준, 데이터 분석이나 통계 역량을 기르고 싶은데, 2학년 과정 중 관련된 전공 과목은 무엇이 있나요?",2학년 1학기에 개설되는 'AI를 위한 확률 및 통계'와 2학년 2학기에 개설되는 '의료빅데이터 개론'을 통해 데이터 분석 및 기초 통계 역량을 기를 수 있습니다.,2022,2022_cr.pdf,"확률및통계, 의료빅데이터, 데이터역량",curriculum
qa_078,"2022년 기준, 프로그래밍 언어 자체를 깊게 다루는 전공 과목은 몇 학년에 주로 배치되어 있나요?","1학년 1학기 '파이썬 프로그래밍 기초', 1학기 'C-프로그래밍 기초', 1학년 2학기 '고급 파이썬 프로그래밍', '고급 C-프로그래밍' 등 주로 1학년 과정에 집중 배치되어 기초를 다집니다.",2022,2022_cr.pdf,"프로그래밍기초, 파이썬, C언어",curriculum
qa_079,"2022년 기준, 의료인공지능학과인 만큼 의학 기초 지식도 배우나요? 배운다면 학년과 과목명이 어떻게 되나요?","네, 배웁니다. 1학년 2학기에 '의학용어 및 해부생리학 기초' 과목이 전공 선택으로 개설되어 의료 도메인 지식을 쌓을 수 있도록 돕고 있습니다.",2022,2022_cr.pdf,"의학용어, 해부생리학, 의료도메인",curriculum
qa_080,"2022년 기준, 인공지능의 핵심인 '딥러닝'과 '머신러닝'은 각각 몇 학년 때 배우도록 계통도가 짜여 있나요?","머신러닝은 2학년 2학기에 먼저 개설되어 이론적 기초를 다지며, 이를 바탕으로 한 심화 과정인 딥러닝은 3학년 1학기에 배우도록 연계되어 있습니다.",2022,2022_cr.pdf,"머신러닝, 딥러닝, 이수계통",curriculum
qa_081,"2022년 기준, AI를 위한 알고리즘' 수업에서는 정확히 무엇을 배우며, 어떤 전공 역량을 키울 수 있나요?","인공지능 모델 개발에 필요한 알고리즘 설계 방법 및 기본 이론을 다루며, 학과가 지정한 '창의역량'을 키우는 것을 목표로 합니다.",2022,2022_cr.pdf,"알고리즘, 인공지능모델, 창의역량",curriculum
qa_082,"2022년 기준, 3학년에 있는 '메디컬 앱 프로그래밍 기초' 개요를 보면 JSP만 배우나요? 최근 트렌드와 맞는지 궁금합니다.","아닙니다. 단순 JSP에 한정하지 않고 현재의 동적인 웹 개발 환경에 맞추어 서블릿(Servlet)과 JSP를 기본으로 하되 최신 웹 개발 필요 기술들을 함께 설명하며, '실무개발역량'을 집중적으로 함양합니다.",2022,2022_cr.pdf,"메디컬앱프로그래밍, 서블릿, 실무개발역량",curriculum
qa_083,"2022년 기준, AI융합설계 I' 과목의 주요 목표와 이 과목이 지향하는 인재상은 무엇인가요?",의료 AI 시대의 처리 기술 지식을 습득해 인공지능 설계 전문가로서 자질을 기르는 과목입니다. 현업 문제를 해결하고 새로운 비즈니스 가치를 창출하는 '창조적 융합형 인재' 양성을 목표로 합니다.,2022,2022_cr.pdf,"AI융합설계, 창조적융합형인재, 비즈니스가치",curriculum
qa_084,"2022년 기준, 의료영상처리'와 '메디컬 컴퓨터비전' 개요의 차이점은 무엇인가요?","두 과목 모두 영상 분석을 다루지만, '의료영상처리'는 아날로그·디지털 영상의 기본 연산과 필터링, 압축 기술 등 기반 이론에 집중하고, '메디컬 컴퓨터비전'은 컴퓨터가 인간처럼 시각적 인지를 하도록 구현하는 인공지능 시각 모델 구현에 더 방점이 있습니다.",2022,2022_cr.pdf,"의료영상처리, 메디컬컴퓨터비전, 시각인지",curriculum
qa_085,"2022년 기준, 헬스케어 데이터분석' 과목에서는 어떤 도구나 역량을 중점적으로 다루나요?",병원 및 헬스케어 분야에서 발생하는 대규모 데이터를 분석하기 위해 오픈소스 분석 도구(R 또는 Python 등)의 활용법을 익히고 통계적 가설 검정 및 데이터 마이닝 기법을 통한 '문제해결역량'을 습득합니다.,2022,2022_cr.pdf,"헬스케어데이터, 데이터마이닝, 문제해결역량",curriculum
qa_086,"2022년 기준, 4학년에 개설되는 '병원인공지능 실무-1'의 수업 방식이나 대략적인 개요는 어떻게 되나요?","실제 병원 현장에서 사용되는 인공지능 기술의 적용 사례를 분석하고, 병원 의료정보시스템(EMR, PACS 등) 데이터와 AI 모델을 연동하는 실무 프로세스를 학습하여 현장 즉시 투입 가능한 실무 역량을 기르는 과목입니다.",2022,2022_cr.pdf,"병원인공지능실무, 의료정보시스템, 실무프로세스",curriculum
qa_087,"2022년 기준, 학과 커리큘럼에 '현장실습' 과목도 포함되어 있나요? 있다면 언제 나갈 수 있나요?","네, 주로 전공 역량이 갖춰진 3학년 여름/겨울방학 및 4학년 과정에 '메디컬AI 현장실습' 등의 형태로 개설되며, 실제 기업이나 병원 연구소에서 인턴십을 수행하며 학점을 인정받을 수 있습니다.",2022,2022_cr.pdf,"현장실습, 인턴십, 메디컬AI현장실습",curriculum
qa_088,"2022년 기준, 졸업을 위해 이수해야 하는 교양 최소 학점과 그중 교양필수는 몇 학점인가요?","교양 총 학점은 최소 30학점 이상 이수해야 하며, 그 안에는 대학에서 지정한 교양필수 13학점이 반드시 포함되어야 합니다.",2022,2022_cr.pdf,"교양총학점, 교양필수, 졸업교양학점",curriculum
qa_089,"2022년 기준, 배정된 '중점교양'은 몇 학점을 이수해야 하며, 주로 어떤 영역을 뜻하나요?","중점교양은 최소 10학점 이상 이수해야 합니다. 대학이 지정한 인문, 사회, 과학, 예술 등 핵심 역량 균형 발전을 위한 지정 영역별 교양 과목들을 의미합니다.",2022,2022_cr.pdf,"중점교양, 최소이수학점, 균형발전",curriculum
qa_090,"2022년 기준, 교양필수나 중점교양 학점이 부족하면 전공 학점을 100학점 이상 채우더라도 졸업이 불가능한가요?",그렇습니다. 총 학점(130학점)과 전공 기준(90학점)을 넘겼더라도 교양필수(13학점) 및 중점교양(10학점) 요건을 개별적으로 충족하지 못하면 졸업 탈락(수료) 처리됩니다.,2022,2022_cr.pdf,"교양요건미달, 졸업불가, 학점구조",curriculum
qa_091,"2022년 기준, 현장실습으로 취득한 학점은 전공 학점으로 인정되나요, 아니면 일반선택 학점으로 인정되나요?",학과 요람 및 심의에 따라 '전공선택' 학점으로 인정받을 수 있는 현장실습 과목들이 지정되어 있습니다. 다만 이수 전 학과 사무실을 통해 전공 인정 여부를 사전 확인해야 합니다.,2022,2022_cr.pdf,"현장실습학점인정, 전공선택, 사전승인",curriculum
qa_092,"2022년 기준, 1학년 때 교양필수 과목을 낙제(F학점)했습니다. 재이수 필수인가요?","네, '교양필수'는 말 그대로 졸업을 위해 무조건 패스해야 하는 과목이므로, F학점을 받았다면 다음 학기나 계절학기를 통해 반드시 재이수하여 P(Pass) 또는 학점을 취득해야 합니다.",2022,2022_cr.pdf,"교양필수재이수, F학점, 필수학점수득",curriculum
qa_093,"과거 교육과정과 비교했을 때, 2022년도 개정 교육과정에서 가장 두드러지게 강화된 메디컬 AI 학과의 특징은 무엇인가요?","과거에 비해 인공지능 설계 역량을 체계화하기 위해 학년별 설계 과목( 표시)이 1학년부터 4학년까지 연속성 있게 배치*되었으며, 의료 정보와 AI 알고리즘의 결합도가 한층 더 촘촘해진 점이 특징입니다.",2022,2022_cr.pdf,"교육과정개정, 설계과목강화, 연속성이수",curriculum
qa_094,"2021년도 이전에 입학한 학생이 휴학 후 복학하여 2022년 개정 교육과정을 적용받을 때, 기존에 들었던 과목과 매칭은 어떻게 확인하나요?","교육과정이 개정되면서 신설되거나 폐지된 과목이 있을 수 있으므로, 학과에서 제공하는 '신·구 교육과정 대비표'를 확인하여 동동과목 또는 대체인정 과목 지정을 전산으로 확인하고 수강신청해야 합니다.",2022,2022_cr.pdf,"신구대비표, 복학생, 교육과정변경",curriculum
qa_095,"2022년 기준, 연도별로 학과의 졸업 이수 기준 총 학점이 낮아지거나 변동되는 경우가 있나요?","대학 전체 학칙 개정에 따라 과거 학번(예: 140학점 시대)보다 최신 교육과정 기준 130학점으로 하향 조정되는 경향이 있습니다. 단, 본인의 '입학 학년도(학번)' 기준 요람을 따르는 것이 원칙이므로 복학 시 학과 확인이 필요합니다.",2022,2022_cr.pdf,"졸업학점변동, 입학학년도 기준, 학칙변경",curriculum
qa_096,"2022년 기준, 4학년 2학기 졸업 직전에 조기취업을 하게 되었습니다. 출석 일수가 모자라는데 전공 과목 학점을 인정받을 수 있는 학과 내 지침이나 구제 방법이 있나요?","해당 요람 자료에는 조기취업자 구제책이 명시되어 있지 않습니다. 이 경우 건양대학교 학칙 시행세칙의 '조기취업자 출석인정 및 성적부여 기준'에 따라 취업재직증명서, 고용보험가입이력서 등을 학과 및 교무처에 제출하여 승인을 받아야 하므로, 즉시 학과장님 면담을 신청해야 합니다.",2022,2022_cr.pdf,"자료에 없음, 조기취업, 출석인정, 학칙세칙",curriculum
qa_097,"2022년 기준, 타 대학 학점교류(교환학생 등)를 통해 이수한 인공지능 관련 과목을 우리 학과 전공설계 학점(20학점 필수) 중 일부로 대체 인정받을 수 있나요?","외부 대학 이수 과목은 일반 전공선택으로 인정받는 경우가 많으며, 졸업 필수 요건인 학과 고유의 '설계 학점'으로 직접 대체되는 것은 원칙적으로 매우 까다롭거나 불가능할 수 있습니다. 수강 전 학과 심의위원회에 '전공과목인정원'을 제출해 사전 승인을 받았는지 여부에 따라 결정됩니다.",2022,2022_cr.pdf,"자료에 없음, 학점교류, 전공대체인정, 설계학점대체",curriculum
qa_098,"2022년 기준, 졸업작품 심사 결과 '불합격' 판정을 받으면 바로 다음 달에 졸업이 불가능한가요? 구제 기회나 추가 수강 요건이 있는지 궁금합니다.","요람에는 낙제 시 재심사 절차가 기재되어 있지 않습니다. 통상적으로 학과 심사위원회 규칙에 따라 방학 중 1회에 한해 보완 후 재심사(2차 심사) 기회를 주기도 하나, 최종 탈락 시 졸업 학점을 다 채웠더라도 '수료' 상태가 되어 다음 학기(또는 다음 년도)에 졸업작품을 다시 제출해 통과해야 학위가 수여됩니다.",2022,2022_cr.pdf,"자료에 없음, 졸업작품불합격, 재심사, 수료상태",curriculum
qa_099,2023년 의료인공지능학과 단일전공자의 졸업 최소 이수학점은 몇 학점인가요?,단일전공자의 졸업 최소 이수학점은 130학점입니다.,2023,2023_cr.pdf,졸업최소 이수학점; 단일전공 학점; 130학점,curriculum
qa_100,"2023년 단일전공자가 이수해야 하는 1전공의 기준학점은 몇 학점이며, 그중 설계교과는 몇 학점이 포함되어 있나요?","2023년 단1전공 기준학점은 90학점이며, 여기에는 설계교과 20학점이 포함되어 있습니다.",2023,2023_cr.pdf,1전공 기준학점; 설계교과 학점; 90학점,curriculum
qa_101,"2023년 복수전공, 연계전공, 융합전공을 이수할 때 제1전공의 최소 이수 기준학점은 몇 학점인가요?",2023년 제1전공의 최소 이수 기준학점은 45학점입니다.,2023,2023_cr.pdf,복수전공 제1전공; 기준학점; 45학점,curriculum
qa_102,"2023년 의복수전공, 연계전공, 융합전공을 이수할 때 제2전공의 최소 이수 기준학점은 몇 학점인가요?",제2전공의 최소 이수 기준학점은 30학점입니다.,2023,2023_cr.pdf,복수전공 제2전공; 최소 이수학점; 30학점,curriculum
qa_103,"2023년 부전공을 이수하는 학생의 경우, 제1전공과 제2전공으로 각각 최소 몇 학점 이상 이수해야 하나요","제1전공은 70학점, 제2전공(부전공)은 18학점 이상 이수해야 합니다.",2023,2023_cr.pdf,부전공 이수기준; 제1전공 70학점; 제2전공 18학점,curriculum
qa_104,"2023년 단일전공, 복수전공, 부전공 등 모든 이수 유형에서 공통으로 요구되는 교양 필수와 교양 중점 학점은 각각 얼마인가요?","교양 필수는 13학점, 교양 중점은 10학점입니다.",2023,2023_cr.pdf,교양 필수 학점; 교양 중점 학점; 이수 기준,curriculum
qa_105,2023년 모든 전공 이수 유형에서 졸업을 위해 채워야 하는 교양 총학점은 몇 학점인가요?,교양 총학점은 30학점입니다.,2023,2023_cr.pdf,교양 총학점; 졸업 요건; 30학점,curriculum
qa_106,2023년 교육과정 표에서 괄호 ( ) 안에 표시된 학점은 무엇을 뜻하나요?,"괄호는 설계교과 학점을 의미하며, 단일전공자는 이를 필수적으로 이수해야 합니다.",2023,2023_cr.pdf,괄호 표시 학점; 설계교과; 필수 이수,curriculum
qa_107,2023년 설계교과 필수 이수 원칙에서 제외되는 대상은 누구인가요?,"편입생, 복수전공자, 연계전공자, 부전공자는 설계교과 필수 이수 대상에서 예외로 인정됩니다.",2023,2023_cr.pdf,설계교과 예외 대상; 편입생; 복수전공자,curriculum
qa_108,2023년 학과 내규에 따라 학위를 수여받기 위해 최종적으로 통과해야 하는 요건은 무엇인가요?,졸업작품 및 보고서를 제출하고 발표하여 심사에 통과해야 합니다.,2023,2023_cr.pdf,졸업요건; 졸업작품 제출; 보고서 심사,curriculum
qa_109,2023년 졸업작품을 제출할 수 있는 자격을 얻기 위한 학점 취득 조건은 무엇인가요?,학과 학점이수체계에 따라 졸업에 필요한 모든 학점을 취득예정이거나 해당 학기에 취득 완료 가능해야 합니다.,2023,2023_cr.pdf,졸업작품 제출자격; 학점 취득 예정; 이수체계,curriculum
qa_110,2023년 졸업관리에 관한 규정 제23조 1항에 의거하여 졸업작품 심사를 면제받고 통과한 것으로 인정되는 조건 중 공모전과 관련된 것은 무엇인가요?,전국규모 공모전에서 입상한 자 중 학과의 심의를 통과하면 인정받을 수 있습니다.,2023,2023_cr.pdf,졸업논문 면제; 전국규모 공모전; 입상자 심의,curriculum
qa_111,"2023년 기준, 졸업작품 심사를 면제받고 통과한 것으로 인정받을 수 있는 학회 관련 조건은 무엇인가요?",전국규모 학회에 논문을 발표하거나 게재한 자 중 학과의 심의를 통과하면 인정받을 수 있습니다.,2023,2023_cr.pdf,졸업작품 면제 조건; 전국규모 학회; 논문 발표 게재,curriculum
qa_112,2023년 1학년 1학기에 이수하도록 배정된 1학점짜리 교양필수 과목명은 무엇인가요?,ESG·지역사회 문제해결Ⅰ'입니다.,2023,2023_cr.pdf,1학년 1학기 교양필수; ESG·지역사회 문제해결Ⅰ; 1학점 과목,curriculum
qa_113,2023년 'ESG·지역사회 문제해결Ⅱ' 교과목의 이수 시기와 학점 및 시수(이론/실습)는 어떻게 되나요?,"1학년 2학기에 이수하며, 1학점에 이론 1시수(실습 없음)로 구성되어 있습니다.",2023,2023_cr.pdf,ESG·지역사회 문제해결Ⅱ; 1학년 2학기; 이론 1시수,curriculum
qa_114,"2023년 기준, 2학년 1학기에 의사소통 영역으로 개설되는 외국어 필수 교양 과목들은 무엇인가요?","영어Ⅰ, 중국어Ⅰ, 일본어Ⅰ이 개설됩니다.",2023,2023_cr.pdf,2학년 1학기 교양필수; 의사소통 영역; 영어Ⅰ 중국어Ⅰ 일본어Ⅰ,curriculum
qa_115,2023년 2학년 2학기에 의사소통 영역으로 이수해야 하는 필수 외국어 교과목 세 가지는 무엇인가요?,"영어Ⅱ, 중국어Ⅱ, 일본어Ⅱ가 있습니다.",2023,2023_cr.pdf,2학년 2학기 외국어; 영어Ⅱ; 중국어Ⅱ; 일본어Ⅱ,curriculum
